LFQ intensity 6A_1	LFQ intensity 6A_2	LFQ intensity 6A_3	LFQ intensity 6A_4	LFQ intensity 6A_5	LFQ intensity 6A_6	LFQ intensity 6A_7	LFQ intensity 6A_8	LFQ intensity 6A_9	LFQ intensity 6B_1	LFQ intensity 6B_2	LFQ intensity 6B_3	LFQ intensity 6B_4	LFQ intensity 6B_5	LFQ intensity 6B_6	LFQ intensity 6B_7	LFQ intensity 6B_8	LFQ intensity 6B_9	LFQ intensity 6C_1	LFQ intensity 6C_2	LFQ intensity 6C_3	LFQ intensity 6C_4	LFQ intensity 6C_5	LFQ intensity 6C_6	LFQ intensity 6C_7	LFQ intensity 6C_8	LFQ intensity 6C_9	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names
19.81674	19.92165	19.98663	19.70134	19.58173	19.69262	19.73413	19.85605	20.00758	19.69294	19.69836	19.55041	19.4708	19.71554	19.7408	19.63112	19.69797	19.88988	NaN	19.85134	19.93287	19.62688	19.78024	19.42097	NaN	19.98371	19.70044	7	7	7	17.1	17.1	17.1	51.989	0	18.639	19951000	32	P04076	P04076	Argininosuccinate lyase	ARG4
24.53629	24.69227	24.71884	24.71272	24.71989	24.73707	24.88874	25.02301	24.90812	24.6216	24.44107	24.31852	24.725	24.82333	24.84149	24.84943	25.09628	24.9147	24.23987	24.52779	24.62059	24.68742	24.75893	24.77977	24.74745	24.90325	24.89643	27	27	27	44.2	44.2	44.2	64.343	0	323.31	640430000	384	P04147	P04147	Polyadenylate-binding protein, cytoplasmic and nuclear	PAB1
NaN	NaN	NaN	18.01775	18.09944	18.0418	NaN	NaN	NaN	NaN	NaN	NaN	18.08364	18.25645	18.18253	NaN	NaN	NaN	NaN	NaN	NaN	18.18234	18.20782	18.79551	NaN	NaN	NaN	2	2	2	8.4	8.4	8.4	23.54	0.0070671	3.3635	3240000	8	P04161	P04161	Phosphoribosylglycinamide formyltransferase	ADE8
25.17501	25.19257	25.1801	24.87225	25.08192	24.85105	24.955	25.33118	24.99019	24.7686	24.05755	24.90081	24.71597	24.72083	25.39976	24.85048	25.14647	25.0585	25.16986	24.79991	25.03389	24.71298	25.1025	25.0328	24.69726	24.81054	24.78387	8	8	3	32.9	32.9	12.9	17.613	0	51.195	777570000	135	P04449	P04449	60S ribosomal protein L24-A	RPL24A
25.37872	25.74517	25.46781	25.76403	25.87411	25.77055	25.94311	26.0371	26.04095	25.26999	25.26699	25.91818	25.66917	25.87049	25.8406	25.84995	26.19445	25.9919	25.39287	25.30703	25.82362	25.63802	25.73467	25.74499	25.78835	26.06698	25.88045	6	6	6	38	38	38	15.757	0	67.123	1349100000	149	P04456	P04456	60S ribosomal protein L25	RPL25
NaN	NaN	NaN	22.46234	22.51391	22.17133	22.43229	22.22847	22.02266	NaN	NaN	NaN	21.94696	22.35993	22.30566	22.69292	22.3427	22.45734	NaN	NaN	NaN	22.09619	22.31929	22.39153	22.48269	21.01985	22.02015	2	2	2	21.6	21.6	21.6	6.3415	0	8.1823	85000000	38	P04650	P04650	60S ribosomal protein L39	RPL39
24.06316	24.02589	24.11759	23.80499	23.80322	23.81734	23.77344	23.75959	23.93139	24.34272	24.17752	24.13985	23.64625	23.79154	23.90931	23.90857	23.80627	23.94628	24.1281	24.27071	24.02268	23.70303	23.82842	23.74571	23.9266	23.64493	23.89966	27	27	27	36.4	36.4	36.4	84.519	0	236.34	364990000	339	P04801	P04801	Threonine--tRNA ligase, cytoplasmic	THS1
23.92904	24.27718	24.67928	23.35326	23.59662	23.54922	23.76456	23.69689	23.91342	24.0053	24.49424	24.46737	23.4913	23.62756	23.80174	23.77143	24.05664	23.92053	23.88697	24.30855	24.18306	23.49363	23.60479	23.62756	23.67939	23.50894	23.80548	25	25	25	42.9	42.9	42.9	63.515	0	151.61	364470000	249	P04802	P04802	Aspartate--tRNA ligase, cytoplasmic	DPS1
NaN	NaN	NaN	24.34354	24.31845	24.15283	24.22729	23.45212	23.1986	NaN	NaN	NaN	24.28785	24.27845	24.21608	24.30055	23.68217	NaN	NaN	NaN	NaN	24.46538	24.19978	24.61049	24.01725	23.78397	23.75205	7	5	5	16.3	12.8	12.8	53.738	0	13.747	454890000	30	P04806	P04806	Hexokinase-1	HXK1
23.62623	23.20482	23.84096	24.85795	25.15815	24.88096	24.5569	24.55198	24.63655	23.74745	24.05234	23.92025	24.84369	25.00063	25.05986	24.63815	24.93206	24.60099	23.49984	23.46538	23.93787	24.93984	24.98333	24.96248	24.69838	25.10996	25.15969	19	19	17	41.4	41.4	37.9	53.942	0	173.4	595920000	220	P04807	P04807	Hexokinase-2	HXK2
24.86311	24.83268	24.96886	23.95607	23.92651	24.0801	23.97246	24.1876	24.33981	24.89657	24.91629	24.85419	23.88036	24.07186	24.282	24.06636	24.17303	24.24815	25.12629	24.95731	24.98168	23.87061	24.11862	24.01657	23.88642	24.09933	24.14211	15	15	15	54.4	54.4	54.4	30.428	0	95.543	498180000	236	P04840	P04840	Mitochondrial outer membrane protein porin 1	POR1
NaN	NaN	NaN	24.29299	19.60863	20.53403	23.07385	NaN	22.47373	24.77183	NaN	NaN	NaN	NaN	20.57173	23.0487	23.30034	23.38298	NaN	NaN	NaN	22.29233	NaN	NaN	23.0085	23.06919	23.22364	3	2	2	17.4	12.1	12.1	13.989	0.00091575	6.7981	235000000	31	P04912;P04911	P04912;P04911	Histone H2A.2;Histone H2A.1	HTA2;HTA1
27.20983	27.46186	27.7337	26.9382	26.99324	27.00988	27.09678	27.17969	27.20238	27.62429	27.61884	27.60788	26.97071	27.09718	27.00924	27.10079	27.15393	27.1453	27.47452	27.27808	27.2507	27.06023	27.00699	26.97727	27.04812	27.03884	27.07969	26	26	26	27.6	27.6	27.6	99.618	0	323.31	3624400000	513	P05030;P19657	P05030;P19657	Plasma membrane ATPase 1;Plasma membrane ATPase 2	PMA1;PMA2
25.10853	25.36061	25.68699	26.20064	26.0131	25.96598	25.18173	25.58603	25.59075	25.88967	25.30699	24.24945	25.7233	25.80449	25.96078	25.13246	25.11299	25.35064	26.34174	25.15054	24.68758	25.87519	25.97703	25.83502	25.25281	25.78472	25.62048	8	8	8	27.9	27.9	27.9	33.717	0	90.528	1294200000	203	P05317	P05317	60S acidic ribosomal protein P0	RPP0
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.72293	1	1	1	7.5	7.5	7.5	10.908	0.0022189	3.8854	370470000	16	P05318	P05318	60S acidic ribosomal protein P1-alpha	RPP1A
22.13784	25.53115	25.35619	24.42438	24.21497	24.32787	NaN	25.04189	24.87018	25.23776	25.46432	25.62475	24.25789	24.43765	24.296	NaN	25.16959	24.87807	25.40162	25.36159	NaN	24.28433	24.4954	24.43231	24.63107	24.90362	24.6659	2	2	2	21.7	21.7	21.7	10.746	0	81.361	629160000	53	P05319	P05319	60S acidic ribosomal protein P2-alpha	RPP2A
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.8951	NaN	NaN	NaN	NaN	NaN	NaN	1	1	1	2.9	2.9	2.9	37.74	0.00088183	6.0761	3330300	4	P05373	P05373	Delta-aminolevulinic acid dehydratase	HEM2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.52902	NaN	NaN	NaN	3	3	3	3.6	3.6	3.6	101.2	0.0015773	4.6232	2289000	3	P05374	P05374	Phosphatidylethanolamine N-methyltransferase	CHO2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.12303	2	2	2	13.6	13.6	13.6	14.727	0.0096485	3.0673	1962700	10	P05413ups	P05413ups		
NaN	NaN	NaN	22.16782	22.07146	22.19298	22.21033	22.02567	22.02114	NaN	NaN	NaN	21.99006	21.90676	22.16831	21.90852	21.80688	21.87545	NaN	NaN	NaN	21.8688	21.91309	21.80778	21.79086	22.20717	22.02303	17	17	17	27.3	27.3	27.3	76.55	0	117.76	98224000	144	P05453	P05453	Eukaryotic peptide chain release factor GTP-binding subunit	SUP35
NaN	NaN	NaN	19.57611	18.93796	19.09215	19.3909	19.26819	19.05142	NaN	NaN	NaN	18.81485	19.0765	18.95336	19.30844	19.38349	19.30459	NaN	NaN	NaN	18.71129	19.00785	19.0319	19.46457	19.14044	19.09713	4	4	4	19.7	19.7	19.7	26.925	0	42.432	10733000	42	P05626	P05626	ATP synthase subunit 4, mitochondrial	ATP4
23.22907	23.77726	23.51665	23.4711	23.47729	23.36399	23.47445	23.61246	23.39519	23.52385	23.53718	23.77485	23.31921	23.54227	23.47197	23.41209	23.6572	23.48099	22.77648	23.63279	23.18643	23.14757	23.45839	23.38232	23.37186	23.58164	23.4051	25	25	25	32.7	32.7	32.7	85.859	0	162.75	271560000	315	P05694	P05694	5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase	MET6
26.42222	26.32915	26.26616	26.22313	26.12955	26.1324	25.92472	25.76319	25.96036	26.17387	26.30998	26.10081	25.91534	26.0827	26.14071	26.01597	26.44902	25.78766	26.06562	26.29777	26.10306	25.8883	26.20363	26.08835	25.98943	26.59021	25.94458	15	15	1	55.3	55.3	3.7	27.638	0	128.48	1694700000	213	P05737	P05737	60S ribosomal protein L7-A	RPL7A
25.67104	25.28835	24.44158	25.158	25.1495	25.03792	25.4037	24.95793	24.88865	25.84302	25.93103	25.37988	25.01988	25.61414	25.18722	25.48481	25.42826	25.01797	NaN	25.52984	25.45864	25.28606	25.45748	25.06575	25.36989	24.86684	24.91966	8	8	8	31.4	31.4	31.4	21.569	0	102.53	947120000	114	P05738;P51401	P05738;P51401	60S ribosomal protein L9-A;60S ribosomal protein L9-B	RPL9A;RPL9B
26.99075	26.69591	26.93988	25.68686	25.74947	25.74945	25.76068	25.569	25.67061	26.6327	26.82226	26.8918	25.64103	25.8159	25.87042	25.77608	25.649	25.72812	26.9888	26.44492	26.68124	25.80767	25.90302	25.73268	25.92377	25.25922	25.59181	11	11	6	49.4	49.4	30.1	19.986	0	62.54	1847700000	177	P05739	P05739	60S ribosomal protein L6-B	RPL6B
24.20359	24.08115	23.77716	26.2536	26.4866	26.51033	26.31048	26.42781	26.3293	23.51256	23.32113	23.13973	26.29125	26.38602	26.58434	26.16073	26.28382	26.2247	22.83034	23.8261	23.28376	26.26302	26.42137	26.36575	26.21193	26.43215	26.39478	7	7	1	38	38	5.4	20.549	0	153.27	1458000000	185	P05740	P05740	60S ribosomal protein L17-A	RPL17A
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.347	NaN	NaN	NaN	NaN	NaN	NaN	21.46603	NaN	NaN	12	2	2	51.2	8.7	8.7	14.234	0.00091324	6.7577	51419000	26	P05743	P05743	60S ribosomal protein L26-A	RPL26A
NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.53744	21.19905	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.15845	20.92492	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.47808	21.67689	6	1	1	47.7	15	15	12.154	0	19.88	57424000	30	P05744	P05744	60S ribosomal protein L33-A	RPL33A
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.08312	NaN	NaN	NaN	7	2	2	50	10	10	11.124	0.00079681	4.7484	40462000	13	P05745	P05745	60S ribosomal protein L36-A	RPL36A
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.25176	1	1	1	13.6	13.6	13.6	6.6687	0.005743	3.5015	50198000	28	P05747	P05747	60S ribosomal protein L29	RPL29
24.65611	25.42758	25.85526	24.8699	24.96864	25.02479	25.36011	25.44351	25.31555	25.79285	25.73511	25.86117	24.75139	24.99408	24.96644	25.56779	25.43094	25.24728	NaN	25.68148	26.13406	24.90385	24.96521	24.94235	25.36513	25.46799	25.19351	7	7	2	27.5	27.5	8.3	24.422	0	98.94	914840000	128	P05748	P05748	60S ribosomal protein L15-A	RPL15A
22.43074	21.71163	21.31147	23.75918	23.19069	24.10837	22.33495	22.14868	21.80963	21.7067	21.368	20.76693	23.21576	24.00684	23.86174	23.18016	21.45372	21.83472	22.27662	21.30229	21.26751	23.49692	23.93661	24.10988	22.47902	21.82509	22.0279	2	2	1	19.8	19.8	14	13.693	0	41.127	191810000	48	P05749	P05749	60S ribosomal protein L22-A	RPL22A
26.93337	26.87935	26.74881	26.82542	26.81176	26.75251	26.66017	26.83617	26.64072	26.99809	26.98305	26.89203	26.60894	26.71489	26.78781	26.66166	26.77931	26.61751	26.86443	27.12228	26.85293	26.58018	26.7313	26.75723	26.52956	26.79253	26.55508	18	18	18	58.3	58.3	58.3	26.502	0	258.97	2612400000	329	P05750	P05750	40S ribosomal protein S3	RPS3
27.22793	27.32036	27.01903	26.72143	26.86183	26.82627	26.72091	26.56982	26.40201	26.78569	26.80464	26.88948	26.59662	26.91182	26.8749	26.78706	26.50496	26.29737	27.3262	26.88983	27.06085	26.90483	26.77052	26.65635	26.70622	26.27959	26.18541	16	16	2	52.3	52.3	8.2	22.298	0	136.98	2730300000	287	P05755	P05755	40S ribosomal protein S9-B	RPS9B
25.26632	24.32416	24.39342	25.15904	25.091	24.69205	24.98702	24.9771	24.71419	24.38607	23.99421	23.89421	25.06184	25.06056	24.94141	25.09664	24.75832	24.87352	24.99036	24.12833	24.42034	25.04785	24.88688	24.86952	24.93017	24.83499	24.79338	8	8	8	45.7	45.7	45.7	17.029	0	73.993	679520000	234	P05756	P05756	40S ribosomal protein S13	RPS13
24.81162	25.3672	26.0017	25.02149	25.2748	25.34831	25.35188	25.51235	25.46675	26.49486	25.81213	25.62965	24.95349	25.32231	25.31185	25.48287	25.36533	25.35619	NaN	25.82801	25.11684	25.04469	25.27884	25.21549	25.3582	25.40558	25.16277	7	7	3	37.5	37.5	17.1	17.216	0	53.074	1003100000	127	P05759;P0CG63	P05759;P0CG63	Ubiquitin-40S ribosomal protein S31;Ubiquitin;40S ribosomal protein S31;Polyubiquitin;Ubiquitin	RPS31;UBI4
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.91415	2	2	2	11	11	11	22.362	0.00083963	5.4224	1871600	10	P06100	P06100	General negative regulator of transcription subunit 2	CDC36
19.03034	19.23727	19.23084	19.4199	19.71435	19.77897	19.671	19.43933	19.73856	18.66286	18.64044	19.45216	19.28778	19.68593	19.70973	19.59428	20.00525	19.99162	NaN	NaN	18.96955	19.45982	19.58208	19.44395	19.37541	19.75594	19.87034	7	7	7	20	20	20	58.384	0	32.866	17018000	63	P06101	P06101	Hsp90 co-chaperone Cdc37	CDC37
22.37454	21.99807	22.29754	22.05993	22.38993	22.46438	22.22885	22.6522	22.27355	22.0715	22.1713	22.02293	22.12123	22.45741	22.41393	22.39291	22.57531	22.41602	22.28452	22.33794	22.3173	22.21978	22.38982	22.3105	22.35832	22.47917	22.33865	16	16	16	21.9	21.9	21.9	88.129	0	83.333	121860000	139	P06103	P06103	Eukaryotic translation initiation factor 3 subunit B	PRT1
24.13516	24.14375	24.31935	23.56291	23.70852	23.79025	23.93544	23.74314	23.91971	24.33163	24.18616	24.50652	23.65622	23.78077	23.79154	23.92678	23.93301	23.88297	24.5501	24.30841	24.33552	23.68378	23.76274	23.8797	23.97631	23.71544	23.76618	43	43	43	37.2	37.2	37.2	134.81	0	215.85	368440000	365	P06105	P06105	Protein SCP160	SCP160
22.72523	23.21999	22.90736	24.32622	24.40432	24.28814	24.23542	24.48075	24.31962	22.08566	23.042	22.90703	24.11004	24.16691	24.10901	24.1885	24.37749	24.21037	22.3693	23.15037	22.85536	24.00796	24.10326	23.975	24.17653	24.43014	24.15228	12	12	12	32.7	32.7	32.7	44.368	0	195.83	364460000	155	P06168	P06168	Ketol-acid reductoisomerase, mitochondrial	ILV5
27.87379	28.54315	29.05905	28.15981	28.18952	28.13844	28.25318	28.35574	28.40426	28.97667	29.04841	28.78138	27.94397	28.23913	28.27538	28.4109	28.49041	28.3509	27.39026	28.32907	29.06571	28.09315	28.12322	28.1159	28.40154	28.29728	28.22182	25	25	25	42.1	42.1	42.1	61.495	0	323.31	8223500000	491	P06169;P26263;P16467;Q07471	P06169	Pyruvate decarboxylase isozyme 1	PDC1
20.60558	21.65228	21.53886	20.53924	21.02147	20.93496	20.76052	20.85536	20.55572	20.81956	21.52258	21.60467	21.2948	21.30853	20.96776	20.76983	20.87072	20.66136	NaN	21.31296	21.5297	21.17907	21.10047	20.92405	20.79709	21.04313	20.80333	12	12	4	17.6	17.6	6.1	68.408	0	107.62	56561000	99	P06208	P06208	2-isopropylmalate synthase	LEU4
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.9143	2	2	2	5.3	5.3	5.3	46.075	0.0022472	4.0816	10373000	5	P06244;P06245;P05986	P06244;P06245;P05986	cAMP-dependent protein kinase type 1;cAMP-dependent protein kinase type 2;cAMP-dependent protein kinase type 3	TPK1;TPK2;TPK3
NaN	NaN	NaN	NaN	NaN	NaN	16.64456	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.65215	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.59317	NaN	NaN	5	5	5	7.5	7.5	7.5	82.958	0	9.7558	4030000	7	P06396ups;CON__Q3SX14	P06396ups;CON__Q3SX14		
23.12649	23.34841	23.58486	23.86316	23.97176	24.26428	24.158	23.9419	24.0264	23.77062	23.74222	23.75979	23.95695	24.06653	24.0685	24.10669	23.92043	24.05325	22.35665	23.23647	23.54357	24.07537	24.08691	23.99843	23.98085	23.76142	23.76284	20	20	19	36.4	36.4	34.6	65.552	0	173.82	365400000	299	P06634;P24784	P06634	ATP-dependent RNA helicase DED1	DED1
NaN	NaN	NaN	18.93212	19.04204	19.11421	19.23762	19.12953	18.89223	NaN	NaN	NaN	20.62694	21.16263	20.51653	20.12868	21.00532	20.62185	21.8121	22.09623	21.39467	22.91083	22.9436	22.99616	22.97157	23.02989	22.5101	13	13	13	29.4	29.4	29.4	43.101	0	49.944	58413000	57	P06732ups	P06732ups		
21.78724	22.47484	21.89126	20.77402	21.08939	20.96782	21.39393	21.24673	21.50494	21.35907	NaN	22.16392	21.23748	21.33145	21.14158	21.28478	21.26018	21.62908	NaN	21.53336	21.77169	21.03201	21.18816	20.92455	21.62194	20.9226	21.31534	5	5	5	18.7	18.7	18.7	23.152	0	21.384	62507000	54	P06780	P06780	GTP-binding protein RHO1	RHO1
NaN	NaN	NaN	18.08944	18.00102	18.17675	NaN	NaN	NaN	NaN	NaN	NaN	18.24256	18.70722	18.1603	NaN	NaN	NaN	NaN	NaN	NaN	18.12797	18.15674	NaN	NaN	NaN	NaN	4	4	4	6.6	6.6	6.6	72.045	0	14.393	3780000	13	P06782	P06782	Carbon catabolite-derepressing protein kinase	SNF1
NaN	NaN	NaN	17.16585	16.94764	16.69765	NaN	NaN	NaN	NaN	NaN	NaN	16.96545	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	5	5	5	18.8	18.8	18.8	35.047	0	8.2454	1710300	11	P06785	P06785	Thymidylate synthase	CDC21
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.88483	NaN	NaN	4	4	4	2.4	2.4	2.4	164.21	0.00082372	5.1709	4606100	5	P06786	P06786	DNA topoisomerase 2	TOP2
21.40634	21.59596	21.31346	22.02476	22.1047	22.15413	21.92151	22.47279	22.43242	21.32795	20.7858	21.18398	21.80073	21.83777	22.05484	21.86344	22.64581	22.38387	20.64729	21.40826	21.09023	21.58582	21.91543	21.92958	21.91845	22.59698	22.46336	5	5	5	39.5	39.5	39.5	16.135	0	57.438	98433000	86	P06787	P06787	Calmodulin	CMD1
NaN	NaN	NaN	NaN	17.97964	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.66178	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	9.4	9.4	9.4	34.054	0.0090153	3.1534	2513200	2	P07143	P07143	Cytochrome c1, heme protein, mitochondrial	CYT1
24.45036	24.24002	24.20299	24.69158	24.73691	24.76106	24.47116	24.71874	24.66107	24.98338	24.53392	24.09724	24.6011	24.63854	24.63267	24.53095	24.59012	24.53457	24.64537	24.2344	24.63439	24.51322	24.59821	24.537	24.43619	24.54091	24.43993	53	53	53	28.1	28.1	28.1	228.69	0	253.97	585580000	459	P07149	P07149	Fatty acid synthase subunit beta;3-hydroxyacyl-[acyl-carrier-protein] dehydratase;Enoyl-[acyl-carrier-protein] reductase [NADH];[Acyl-carrier-protein] acetyltransferase;[Acyl-carrier-protein] malonyltransferase;S-acyl fatty acid synthase thioesterase	FAS1
24.72099	24.80376	25.11196	24.03423	24.04243	24.05441	24.24067	24.26664	24.15769	25.35733	25.00984	25.06641	24.09233	24.20866	24.15576	24.32334	24.32958	24.11466	24.92438	25.03498	24.88162	24.15892	24.12447	24.20807	24.16315	24.05788	24.18033	15	15	15	60.8	60.8	60.8	24.254	0	72.612	521030000	207	P07170	P07170	Adenylate kinase	ADK1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.23818	2	2	2	5.7	5.7	5.7	42.646	0.002214	3.8535	2514500	3	P07172	P07172	Histidinol-phosphate aminotransferase	HIS5
20.89807	20.53592	20.58233	20.56941	20.6264	20.72526	20.68132	20.98106	20.65088	20.32806	20.45151	20.76134	20.4491	20.61845	20.78899	20.6398	20.88219	20.6604	NaN	20.88383	21.20783	20.51489	20.5264	20.47991	20.57006	20.80916	20.57727	13	13	13	26.3	26.3	26.3	70.122	0	108.42	38624000	70	P07213	P07213	Mitochondrial import receptor subunit TOM70	TOM70
22.63057	22.80452	22.92843	22.60277	22.55124	22.73938	22.8026	23.12692	23.02127	22.52169	22.74567	23.32745	22.43792	22.61569	22.57821	22.59097	23.13159	23.08245	22.6664	22.89852	22.81995	22.48697	22.59037	22.70111	22.77557	23.00777	23.0156	21	21	21	32.8	32.8	32.8	86.067	0	158.67	165210000	251	P07244	P07244	Bifunctional purine biosynthetic protein ADE5,7;Phosphoribosylamine--glycine ligase;Phosphoribosylformylglycinamidine cyclo-ligase	ADE5,7
22.9305	23.28093	23.26657	23.01638	23.00168	22.86905	23.0791	23.45111	23.31008	23.00259	22.99272	23.12857	22.97526	22.94165	23.02665	22.75542	23.24812	23.36586	23.00695	23.1154	22.9618	22.68629	22.84088	22.78497	22.96672	23.40665	23.0242	26	26	24	29.9	29.9	28	102.2	0	109.23	201970000	244	P07245	P07245	C-1-tetrahydrofolate synthase, cytoplasmic;Methylenetetrahydrofolate dehydrogenase;Methenyltetrahydrofolate cyclohydrolase;Formyltetrahydrofolate synthetase	ADE3
21.87905	22.16119	22.33036	21.66453	22.01325	21.84564	21.91236	22.07356	21.77068	22.27498	22.06006	22.23868	21.71992	22.04387	21.72887	22.13499	22.16405	21.89578	22.27804	24.18071	22.48677	21.80187	22.13996	21.88151	21.83298	21.80136	21.81026	8	7	7	20.5	18.7	18.7	40.369	0	19.659	106200000	69	P07246	P07246	Alcohol dehydrogenase 3, mitochondrial	ADH3
24.23754	23.87286	24.11878	23.52313	23.69742	23.80519	23.69657	23.76921	23.78566	24.38298	23.97885	24.29439	23.72192	23.53659	23.79699	23.57392	23.76739	23.67874	24.0354	23.63034	24.34069	23.62812	23.82968	23.82279	23.52349	23.74755	23.54144	14	14	14	23.9	23.9	23.9	58.607	0	136.5	325280000	156	P07251	P07251	ATP synthase subunit alpha, mitochondrial	ATP1
NaN	NaN	NaN	18.93024	19.12017	19.30612	NaN	NaN	NaN	NaN	NaN	NaN	19.20743	19.41074	19.10472	NaN	NaN	NaN	NaN	NaN	NaN	18.96373	19.14335	19.22708	NaN	NaN	NaN	5	5	5	12.9	12.9	12.9	50.227	0	10.238	10027000	19	P07256	P07256	Cytochrome b-c1 complex subunit 1, mitochondrial	COR1
NaN	NaN	NaN	20.22894	20.43593	20.48473	20.24679	20.57533	20.70986	NaN	NaN	NaN	20.22199	20.68457	20.43959	20.52392	20.65639	20.58233	NaN	NaN	NaN	20.33211	20.41235	20.44889	20.54246	20.74115	20.40676	10	10	10	32.6	32.6	32.6	40.478	0	38.235	26856000	84	P07257	P07257	Cytochrome b-c1 complex subunit 2, mitochondrial	QCR2
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.438	2	2	2	5.4	5.4	5.4	45.361	0.00090662	6.5971	2289400	13	P07258	P07258	Carbamoyl-phosphate synthase arginine-specific small chain	CPA1
25.16373	24.85576	24.84929	25.60657	25.67158	25.60187	25.48944	25.63184	25.6782	25.05966	24.87305	24.79828	25.43651	25.60428	25.54286	25.43399	25.58446	25.5433	24.82313	24.75083	24.88535	25.39365	25.58806	25.57554	25.46519	25.77133	25.62522	69	69	66	33.3	33.3	32.1	245.04	0	323.31	1003600000	965	P07259	P07259	Protein URA2;Glutamine-dependent carbamoyl-phosphate synthase;Aspartate carbamoyltransferase	URA2
NaN	NaN	NaN	22.73965	23.00794	22.89571	22.75918	22.32573	22.27532	NaN	NaN	NaN	22.73975	22.86931	22.65622	22.82157	22.00124	22.44137	NaN	NaN	NaN	22.69324	22.66631	22.96148	22.57646	22.15681	22.59705	10	10	10	45.1	45.1	45.1	24.254	0	88.822	121720000	70	P07260	P07260	Eukaryotic translation initiation factor 4E	CDC33
22.25534	22.24554	22.22668	22.40002	22.60806	22.6077	22.59193	22.39341	22.41864	21.83206	21.84598	22.36528	22.39186	22.38753	22.39207	22.50278	22.47551	22.2111	22.58396	22.20006	22.55248	22.44655	22.19367	22.26808	22.51701	22.45367	22.32509	16	16	16	44.1	44.1	44.1	49.569	0	196.2	124650000	163	P07262;P39708	P07262	NADP-specific glutamate dehydrogenase 1	GDH1
NaN	20.88584	20.62516	21.88684	21.96821	21.61158	21.5383	22.34703	21.84674	NaN	20.7649	NaN	21.49111	21.68966	21.444	21.59792	22.07061	21.91331	NaN	21.01073	NaN	21.32926	21.4976	21.59655	22.02158	22.14796	21.89112	12	11	11	22.7	21.1	21.1	59.952	0	107.95	67886000	95	P07263	P07263	Histidine--tRNA ligase, mitochondrial	HTS1
