protein	X6A_1	X6A_2	X6A_3	X6A_4	X6A_5	X6A_6	X6A_7	X6A_8	X6A_9	X6B_1	X6B_2	X6B_3	X6B_4	X6B_5	X6B_6	X6B_7	X6B_8	X6B_9	X6C_1	X6C_2	X6C_3	X6C_4	X6C_5	X6C_6	X6C_7	X6C_8	X6C_9
P05759;P0CG63	24.81162	25.3672	26.0017	25.02149	25.2748	25.34831	25.35188	25.51235	25.46675	26.49486	25.81213	25.62965	24.95349	25.32231	25.31185	25.48287	25.36533	25.35619	NaN	25.82801	25.11684	25.04469	25.27884	25.21549	25.3582	25.40558	25.16277
P06100	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.91415
P06101	19.03034	19.23727	19.23084	19.4199	19.71435	19.77897	19.671	19.43933	19.73856	18.66286	18.64044	19.45216	19.28778	19.68593	19.70973	19.59428	20.00525	19.99162	NaN	NaN	18.96955	19.45982	19.58208	19.44395	19.37541	19.75594	19.87034
P06103	22.37454	21.99807	22.29754	22.05993	22.38993	22.46438	22.22885	22.6522	22.27355	22.0715	22.1713	22.02293	22.12123	22.45741	22.41393	22.39291	22.57531	22.41602	22.28452	22.33794	22.3173	22.21978	22.38982	22.3105	22.35832	22.47917	22.33865
P06105	24.13516	24.14375	24.31935	23.56291	23.70852	23.79025	23.93544	23.74314	23.91971	24.33163	24.18616	24.50652	23.65622	23.78077	23.79154	23.92678	23.93301	23.88297	24.5501	24.30841	24.33552	23.68378	23.76274	23.8797	23.97631	23.71544	23.76618
P06168	22.72523	23.21999	22.90736	24.32622	24.40432	24.28814	24.23542	24.48075	24.31962	22.08566	23.042	22.90703	24.11004	24.16691	24.10901	24.1885	24.37749	24.21037	22.3693	23.15037	22.85536	24.00796	24.10326	23.975	24.17653	24.43014	24.15228
P06169;P26263;P16467;Q07471	27.87379	28.54315	29.05905	28.15981	28.18952	28.13844	28.25318	28.35574	28.40426	28.97667	29.04841	28.78138	27.94397	28.23913	28.27538	28.4109	28.49041	28.3509	27.39026	28.32907	29.06571	28.09315	28.12322	28.1159	28.40154	28.29728	28.22182
P06208	20.60558	21.65228	21.53886	20.53924	21.02147	20.93496	20.76052	20.85536	20.55572	20.81956	21.52258	21.60467	21.2948	21.30853	20.96776	20.76983	20.87072	20.66136	NaN	21.31296	21.5297	21.17907	21.10047	20.92405	20.79709	21.04313	20.80333
P06244;P06245;P05986	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.9143
P06396ups;CON__Q3SX14	NaN	NaN	NaN	NaN	NaN	NaN	16.64456	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.65215	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.59317	NaN	NaN
P06634;P24784	23.12649	23.34841	23.58486	23.86316	23.97176	24.26428	24.158	23.9419	24.0264	23.77062	23.74222	23.75979	23.95695	24.06653	24.0685	24.10669	23.92043	24.05325	22.35665	23.23647	23.54357	24.07537	24.08691	23.99843	23.98085	23.76142	23.76284
P06732ups	NaN	NaN	NaN	18.93212	19.04204	19.11421	19.23762	19.12953	18.89223	NaN	NaN	NaN	20.62694	21.16263	20.51653	20.12868	21.00532	20.62185	21.8121	22.09623	21.39467	22.91083	22.9436	22.99616	22.97157	23.02989	22.5101
P06780	21.78724	22.47484	21.89126	20.77402	21.08939	20.96782	21.39393	21.24673	21.50494	21.35907	NaN	22.16392	21.23748	21.33145	21.14158	21.28478	21.26018	21.62908	NaN	21.53336	21.77169	21.03201	21.18816	20.92455	21.62194	20.9226	21.31534
P06782	NaN	NaN	NaN	18.08944	18.00102	18.17675	NaN	NaN	NaN	NaN	NaN	NaN	18.24256	18.70722	18.1603	NaN	NaN	NaN	NaN	NaN	NaN	18.12797	18.15674	NaN	NaN	NaN	NaN
P06785	NaN	NaN	NaN	17.16585	16.94764	16.69765	NaN	NaN	NaN	NaN	NaN	NaN	16.96545	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P06786	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.88483	NaN	NaN
P06787	21.40634	21.59596	21.31346	22.02476	22.1047	22.15413	21.92151	22.47279	22.43242	21.32795	20.7858	21.18398	21.80073	21.83777	22.05484	21.86344	22.64581	22.38387	20.64729	21.40826	21.09023	21.58582	21.91543	21.92958	21.91845	22.59698	22.46336
P07143	NaN	NaN	NaN	NaN	17.97964	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.66178	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P07149	24.45036	24.24002	24.20299	24.69158	24.73691	24.76106	24.47116	24.71874	24.66107	24.98338	24.53392	24.09724	24.6011	24.63854	24.63267	24.53095	24.59012	24.53457	24.64537	24.2344	24.63439	24.51322	24.59821	24.537	24.43619	24.54091	24.43993
P07170	24.72099	24.80376	25.11196	24.03423	24.04243	24.05441	24.24067	24.26664	24.15769	25.35733	25.00984	25.06641	24.09233	24.20866	24.15576	24.32334	24.32958	24.11466	24.92438	25.03498	24.88162	24.15892	24.12447	24.20807	24.16315	24.05788	24.18033
P07172	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.23818
P07213	20.89807	20.53592	20.58233	20.56941	20.6264	20.72526	20.68132	20.98106	20.65088	20.32806	20.45151	20.76134	20.4491	20.61845	20.78899	20.6398	20.88219	20.6604	NaN	20.88383	21.20783	20.51489	20.5264	20.47991	20.57006	20.80916	20.57727
P07244	22.63057	22.80452	22.92843	22.60277	22.55124	22.73938	22.8026	23.12692	23.02127	22.52169	22.74567	23.32745	22.43792	22.61569	22.57821	22.59097	23.13159	23.08245	22.6664	22.89852	22.81995	22.48697	22.59037	22.70111	22.77557	23.00777	23.0156
P07245	22.9305	23.28093	23.26657	23.01638	23.00168	22.86905	23.0791	23.45111	23.31008	23.00259	22.99272	23.12857	22.97526	22.94165	23.02665	22.75542	23.24812	23.36586	23.00695	23.1154	22.9618	22.68629	22.84088	22.78497	22.96672	23.40665	23.0242
P07246	21.87905	22.16119	22.33036	21.66453	22.01325	21.84564	21.91236	22.07356	21.77068	22.27498	22.06006	22.23868	21.71992	22.04387	21.72887	22.13499	22.16405	21.89578	22.27804	24.18071	22.48677	21.80187	22.13996	21.88151	21.83298	21.80136	21.81026
P07251	24.23754	23.87286	24.11878	23.52313	23.69742	23.80519	23.69657	23.76921	23.78566	24.38298	23.97885	24.29439	23.72192	23.53659	23.79699	23.57392	23.76739	23.67874	24.0354	23.63034	24.34069	23.62812	23.82968	23.82279	23.52349	23.74755	23.54144
P07256	NaN	NaN	NaN	18.93024	19.12017	19.30612	NaN	NaN	NaN	NaN	NaN	NaN	19.20743	19.41074	19.10472	NaN	NaN	NaN	NaN	NaN	NaN	18.96373	19.14335	19.22708	NaN	NaN	NaN
P07257	NaN	NaN	NaN	20.22894	20.43593	20.48473	20.24679	20.57533	20.70986	NaN	NaN	NaN	20.22199	20.68457	20.43959	20.52392	20.65639	20.58233	NaN	NaN	NaN	20.33211	20.41235	20.44889	20.54246	20.74115	20.40676
P07258	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.438
P07259	25.16373	24.85576	24.84929	25.60657	25.67158	25.60187	25.48944	25.63184	25.6782	25.05966	24.87305	24.79828	25.43651	25.60428	25.54286	25.43399	25.58446	25.5433	24.82313	24.75083	24.88535	25.39365	25.58806	25.57554	25.46519	25.77133	25.62522
P07260	NaN	NaN	NaN	22.73965	23.00794	22.89571	22.75918	22.32573	22.27532	NaN	NaN	NaN	22.73975	22.86931	22.65622	22.82157	22.00124	22.44137	NaN	NaN	NaN	22.69324	22.66631	22.96148	22.57646	22.15681	22.59705
P07262;P39708	22.25534	22.24554	22.22668	22.40002	22.60806	22.6077	22.59193	22.39341	22.41864	21.83206	21.84598	22.36528	22.39186	22.38753	22.39207	22.50278	22.47551	22.2111	22.58396	22.20006	22.55248	22.44655	22.19367	22.26808	22.51701	22.45367	22.32509
P07263	NaN	20.88584	20.62516	21.88684	21.96821	21.61158	21.5383	22.34703	21.84674	NaN	20.7649	NaN	21.49111	21.68966	21.444	21.59792	22.07061	21.91331	NaN	21.01073	NaN	21.32926	21.4976	21.59655	22.02158	22.14796	21.89112
P07264	20.82205	21.3517	20.97645	21.10885	20.88472	20.96021	20.87019	21.11401	20.88948	20.80782	21.43614	20.84315	20.53403	20.727	20.93012	20.90529	21.08907	20.96409	21.07012	21.03597	21.328	20.68011	20.83121	20.93884	20.90573	21.15332	20.88054
P07267	NaN	NaN	NaN	20.06605	19.96635	20.11655	20.27185	20.65639	20.35229	NaN	NaN	NaN	19.88038	20.07809	20.05722	20.54416	20.60784	20.24133	NaN	NaN	NaN	19.61261	20.07614	20.25811	20.59933	20.391	20.4715
P07273	NaN	NaN	NaN	NaN	NaN	NaN	18.5927	18.5834	18.86278	NaN	NaN	NaN	NaN	NaN	NaN	18.57204	19.03738	19.03558	NaN	NaN	NaN	NaN	NaN	NaN	18.41716	18.71827	18.84916
P07274	NaN	NaN	NaN	19.77891	19.66964	19.63396	19.37717	19.63534	19.50632	NaN	NaN	NaN	19.4623	19.47805	19.69826	19.60834	20.06868	19.54327	NaN	NaN	NaN	19.74829	19.81775	19.40522	NaN	19.86894	19.27978
P07275	NaN	NaN	NaN	17.76325	17.91905	17.59376	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.09584	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.72201	17.86072	NaN	NaN	NaN	NaN
P07278	NaN	19.97645	20.00731	19.8768	19.6509	19.87455	19.96452	20.22317	20.02945	NaN	19.53115	20.22623	19.71939	19.91733	19.65636	19.82342	19.89442	20.30251	NaN	19.99755	20.28241	19.53577	19.87872	19.74172	19.77053	19.96888	20.11095
P07281;P07280	27.02675	26.79253	27.15112	26.08703	26.09128	26.10705	25.84033	25.88702	25.83516	25.65597	26.7753	26.42881	26.06458	26.0647	26.11404	26.02933	25.80563	25.7758	27.29946	26.81958	26.7406	26.0792	25.99034	26.12171	25.90695	25.67662	25.78302
P07283	23.3396	23.05381	23.466	22.97306	23.25969	23.14558	23.31852	23.03424	23.07764	23.43797	23.53943	23.49668	23.11124	23.23294	23.18317	23.3931	22.91654	23.11296	23.1828	23.11848	23.31119	23.25825	23.1286	23.40484	23.32389	22.82753	22.9756
P07284	22.70493	22.28424	22.5006	23.62923	23.90812	23.57381	23.49911	23.80065	23.77886	22.68027	22.07881	22.23882	23.68378	23.92931	23.83605	23.60479	23.79976	23.78407	21.73012	22.27543	22.41591	23.58715	23.76142	23.70187	23.50954	23.80931	23.77455
P07285	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.44548
P07339ups	NaN	18.14753	18.0867	17.79163	17.96274	17.89279	18.57108	18.53674	NaN	NaN	19.49039	20.01114	20.07078	20.29468	20.29927	20.00251	20.24121	20.27867	NaN	21.18671	23.66557	20.93697	21.8789	21.91481	21.54373	22.7916	22.78283
P07342	21.53981	22.62435	22.25329	22.01852	22.33475	22.27005	22.63407	22.74438	22.26891	22.01339	22.07051	22.48483	21.97575	22.23506	22.25577	22.28706	22.55143	22.56709	22.3921	22.83732	22.64238	21.91532	22.06822	22.07512	22.57987	22.49338	22.44844
P07347	NaN	NaN	NaN	18.84206	19.00747	19.25075	NaN	NaN	NaN	NaN	NaN	NaN	18.88322	19.02718	19.0465	NaN	NaN	NaN	NaN	NaN	NaN	19.02891	19.17799	19.1866	NaN	NaN	NaN
P07560	21.82606	22.36813	22.35394	21.52191	21.52922	21.69298	22.13984	22.38945	22.39958	22.53723	21.8205	22.61419	21.40463	21.6706	21.60304	21.86261	22.00076	22.37151	NaN	22.10815	22.72272	21.6132	21.63462	21.61401	21.91203	22.11041	22.36525
P07702	19.99231	NaN	NaN	21.20132	21.64245	21.63954	21.28935	21.66241	21.68085	NaN	22.72257	NaN	21.82815	21.77616	21.6268	21.65487	21.46976	21.71582	NaN	NaN	NaN	21.63772	21.59464	21.74423	21.59295	21.61338	21.51788
P07703	21.40109	20.87155	20.89112	20.67822	20.97519	20.92042	21.22723	21.31733	21.48296	20.68046	20.89075	21.23696	20.89859	20.96035	21.02952	21.18362	21.28935	21.43319	20.82485	21.26539	21.20568	20.58151	20.92564	21.02493	21.0899	21.08297	21.2465
P07806	23.7318	23.65927	24.19708	23.63755	23.93067	23.89984	23.84009	23.75144	23.67476	24.15244	24.02183	24.57039	23.62165	23.79025	23.75124	23.87933	23.75613	23.97079	23.99671	23.90967	24.16438	23.59855	23.78367	23.76699	23.91907	23.80351	23.62255
P07991	20.7154	20.6264	21.23975	20.62721	20.88166	20.79313	20.83237	21.00956	21.06671	20.54085	20.82135	21.08154	20.728	21.00614	20.83553	20.85476	21.07287	20.84537	20.6005	21.05973	20.89164	20.80065	20.92216	20.97365	20.93682	21.02425	20.91634
P08263ups	19.58219	NaN	NaN	19.2318	18.68473	19.13393	19.02009	19.34709	NaN	20.36132	20.96247	21.02601	20.72966	20.90014	20.32158	20.28704	20.67633	20.8836	24.0441	22.59389	24.03069	22.8895	23.29922	23.33101	22.78947	22.4737	22.2265
P08311ups	NaN	19.46437	19.62398	19.79087	19.58776	20.00525	20.30251	19.37031	19.77221	NaN	21.34289	22.09819	21.38242	21.58013	21.64271	21.35617	21.57103	21.82003	23.58072	24.03364	24.08091	23.15125	23.16759	23.14088	23.51485	23.55836	23.63843
P08417	20.46702	20.30218	20.65892	19.8973	20.2921	20.22788	20.77129	21.02736	20.9679	20.46573	20.7324	20.64957	19.80876	20.17524	20.06224	20.68551	21.03892	21.11801	20.77306	20.08486	20.66371	20.01944	20.26419	19.93661	20.40634	21.02134	20.8413
P08466	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.52934
P08518	NaN	19.24493	19.18756	19.41491	19.32083	19.42831	19.51307	19.70039	19.8105	NaN	19.47787	19.36504	18.91246	18.96113	19.50735	19.60196	19.81229	19.59308	NaN	19.63376	19.59186	19.51565	19.5397	19.30135	19.67421	19.66374	19.57045
P08524	22.95716	23.21546	23.29698	22.21937	22.35507	22.26556	22.47623	22.31923	22.65683	23.25897	23.13662	23.26899	22.28788	22.38593	22.27327	22.55978	22.46014	22.56618	22.84103	23.27767	23.26699	22.26299	22.3562	22.31791	22.36677	22.25503	22.42903
P08566	21.13558	21.69221	21.19587	21.47115	21.7453	21.50891	21.52057	21.80617	21.76987	21.5588	21.92238	21.83846	21.5898	21.52631	21.3649	21.30469	21.80128	21.62109	20.69744	21.66119	21.81398	21.44091	21.7248	21.66492	21.39953	21.63901	21.44728
P08758ups	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.60726	18.49127	17.88494	NaN	NaN	NaN	NaN	NaN	NaN	19.57021	20.0069	19.53636
P09032	NaN	NaN	NaN	17.90059	17.88608	18.06787	NaN	NaN	NaN	NaN	NaN	NaN	18.04233	18.23977	17.92468	NaN	NaN	NaN	NaN	NaN	NaN	17.88172	NaN	NaN	NaN	NaN	NaN
P09064	22.16696	22.43023	22.37695	21.61675	21.77913	21.6468	21.57944	21.88629	21.93941	22.16858	22.16867	22.21691	21.95049	21.62279	21.89885	21.50528	21.80436	22.01192	NaN	22.18444	22.12868	21.89811	21.8266	21.78193	21.68432	21.76689	21.88271
P09211ups	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.24354
P09232	20.1038	20.17779	20.39718	19.93531	19.74595	19.83686	20.0316	19.82879	20.55983	20.78947	20.47437	20.86401	20.4171	20.07692	20.13546	19.65151	20.11946	20.5484	NaN	20.50057	20.53374	20.36314	19.87734	20.06776	20.09107	19.9118	20.12918
P09436	23.61459	23.81812	23.91068	22.92085	23.033	23.12972	23.21303	23.17197	23.10626	23.8374	24.10701	24.10374	22.96385	23.15505	23.0531	23.12361	23.28419	23.13124	23.84508	23.81958	23.93966	22.96298	23.02575	23.08798	23.16334	22.90093	22.87635
P09440	NaN	NaN	NaN	20.1493	20.07169	20.11439	19.97911	20.07718	20.08758	NaN	NaN	NaN	19.70009	19.89702	19.90039	19.69359	19.7699	20.09094	NaN	NaN	NaN	19.78014	19.68266	19.80478	19.79757	20.25269	20.13759
P09457	18.97096	18.79924	19.20043	18.63877	18.49541	19.18769	19.27276	19.42249	19.47596	18.43416	18.9241	NaN	18.49557	18.22924	18.76286	19.18006	19.40618	19.73461	NaN	NaN	18.3708	18.21973	18.44261	18.37979	19.13077	NaN	19.46246
P09624	21.35165	21.11471	21.17706	21.25684	21.25142	21.47936	21.28844	21.66001	21.56607	21.38411	21.41602	21.45151	21.32641	21.48527	21.63901	21.51836	21.76519	21.72159	21.51773	21.40062	21.50625	21.63143	21.6654	21.58578	21.66796	21.53763	21.71264
P09733	NaN	NaN	NaN	21.13176	20.64693	20.7615	20.88181	20.84199	20.682	NaN	NaN	NaN	20.70007	20.45161	20.54774	20.77475	20.71339	20.63706	NaN	NaN	NaN	20.61926	20.48621	20.96212	20.74181	20.69285	20.85962
P09734	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.80486	NaN	NaN	NaN
P09880	NaN	NaN	NaN	16.68661	16.51194	16.55066	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.3281	16.61727	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.63027	16.73952	NaN	NaN	NaN
P09938	21.9798	22.81673	21.69795	21.52946	21.59291	21.61018	21.16907	21.46558	21.49174	21.95308	22.6859	22.20476	21.23409	21.35531	21.61338	20.86642	21.39571	21.42132	NaN	22.23914	22.51039	21.18882	21.572	21.54	20.96028	21.52678	21.19532
Q3E792;P0C0T4	24.15058	24.09491	24.15298	24.72385	24.20881	24.06784	24.78142	24.39349	24.8274	24.09836	25.68426	23.26485	24.26849	24.51983	24.69663	24.94262	24.73867	24.77901	NaN	25.22192	24.55321	24.86816	24.58915	24.45901	25.06907	24.66215	24.59075
Q3E754;P0C0V8	23.59889	23.07813	25.51968	25.77553	25.44221	25.41902	25.27188	25.04777	25.36363	24.4813	25.25703	25.14153	25.72598	25.3412	25.36476	25.31997	24.9038	25.05552	21.08537	25.06817	25.17687	25.73107	25.84869	25.79635	25.13618	24.96548	25.41967
Q3E7Y3;P0C0W1	NaN	24.51719	24.53991	23.65425	24.20732	24.26356	23.86618	23.31257	23.65447	NaN	25.45566	24.81118	24.13907	24.05424	24.18276	24.12967	23.52241	23.7103	NaN	25.14266	24.74232	24.20888	23.72578	23.92334	23.95305	23.38706	23.54038
Q3E757;P0C0W9	26.65649	26.06827	26.36941	25.54191	25.67732	25.62056	25.95	25.83251	25.92452	26.20174	26.27998	26.26256	25.76337	25.8474	25.65638	25.97498	25.83639	25.86424	25.50337	25.89936	26.11144	25.81284	25.58213	25.66755	25.88246	25.7177	25.70636
Q3E7X9;P0C0X0	25.73141	26.78044	26.46147	25.26209	25.10809	24.46151	24.9812	24.53279	24.58021	26.52835	26.74957	26.94849	25.57031	24.7335	23.66232	25.86632	24.69131	24.54628	NaN	26.45847	26.93078	25.44117	25.02918	24.59121	25.66498	24.27348	24.29334
P0C2H7;P0C2H6	24.90412	23.9729	24.61274	25.59454	25.50528	25.90729	25.92854	25.93328	25.86481	24.81304	23.93256	24.57923	25.45635	25.82946	25.96402	25.88036	25.929	25.74978	24.5064	25.13751	25.21123	25.75761	25.67055	25.93321	26.05538	25.74786	25.75918
P0C2H8	23.9038	23.45864	22.87736	25.2717	25.30208	25.47769	24.8003	24.68603	24.64224	21.94689	23.67584	24.11259	24.92316	24.9449	25.20553	25.0878	24.85534	24.50252	NaN	23.21382	22.77804	25.11446	24.84019	25.16795	24.92465	24.368	24.72692
P0C2I2;P0C2J0;Q04711;Q04670;Q92393;Q12088;Q03619;O13535;Q12316;Q12193;Q12217;P0CX69;P0CX68;P0CX67;P0CX66;P0CX65;P0CX60;P0CX59;P0C2I4;Q12441;Q04706;E9PAE3	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.11177	NaN	NaN	NaN
P0C2I9;Q07793;Q99337	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.62357
Q12501;Q12337;Q12113;Q03494;P25384;P0CX64;P0CX63;P0C2J3;Q12491;Q12472;P0C2J5;Q99303;Q12439;Q12392;Q12293;Q12260;Q03483;P25383;P0CX62;P0CX61;P0C2J6;P0C2J4;P0C2J2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.92804	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0CS90	24.8811	24.70535	24.7682	25.02859	25.06254	25.00333	25.0385	25.31534	25.29463	25.09491	24.62394	24.6324	24.93143	24.98564	25.02331	25.01979	25.38472	25.25915	24.41654	24.92012	24.74709	24.84852	25.06493	25.05594	25.08675	25.31624	25.2711
P0CT04	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.16108
P0CX24;P0CX23	26.22942	26.24343	26.16317	26.23054	26.19609	25.96365	26.00836	26.05032	26.02445	26.25339	26.06795	26.18493	26.08442	25.99486	26.06911	26.07496	26.06575	25.92109	25.27945	26.48413	26.08507	25.97666	26.02492	26.02316	26.03534	25.73859	26.0038
P0CX26;P0CX25	23.80114	23.62109	23.2406	23.64537	23.97334	23.94199	23.66871	23.18923	23.43797	23.07154	23.18908	22.72935	23.54875	23.54663	23.56999	23.30313	23.46151	23.18582	23.4302	23.51881	22.98465	23.49045	23.625	23.63134	23.34367	23.24906	23.41261
P0CX28;P0CX27	22.88502	NaN	NaN	22.19674	22.97351	22.76852	22.56474	21.92843	22.44839	23.22713	22.2397	NaN	22.593	22.98463	22.92812	22.63706	22.05702	22.36805	NaN	NaN	NaN	22.47462	22.73136	22.7204	22.56841	21.87079	22.17743
P0CX30;P0CX29	NaN	25.32821	24.81088	24.9771	23.58279	23.68228	23.7964	23.10522	24.27618	24.01623	NaN	NaN	25.62	25.50806	24.83118	23.8754	22.68654	22.9949	NaN	24.5741	NaN	25.53472	24.49838	23.97246	23.92769	NaN	24.2875
P0CX32;P0CX31	25.73174	25.43793	25.42397	25.29677	25.62831	25.44455	25.44376	25.05556	24.78447	25.30393	25.02433	25.52952	25.40824	25.47166	25.48723	25.40834	25.06809	25.15213	25.53576	25.27665	24.94539	25.5373	25.55456	25.61288	25.44006	25.01018	25.04506
P0CX34;P0CX33	NaN	23.11227	22.61711	23.35958	23.12813	22.88258	23.13419	22.41036	21.91681	23.88772	22.82586	NaN	23.3978	23.28433	23.27583	22.96047	22.45726	22.44164	NaN	23.28122	22.87376	23.45475	23.21457	23.18085	22.74526	22.00237	22.37947
P0CX36;P0CX35	27.23891	27.29763	27.0748	25.96071	25.85925	25.89532	25.85443	25.73084	25.75353	27.08548	27.29421	27.03318	26.30414	26.03794	26.20665	25.89763	25.86606	25.84675	26.33565	27.1208	26.81299	26.27085	26.14697	26.28963	25.79496	25.42101	25.72744
P0CX38;P0CX37	26.02912	25.88444	25.45212	26.08754	26.27876	26.33305	26.60159	26.53937	26.45577	25.54531	25.84503	25.36373	26.01461	26.3732	26.47857	26.60569	26.54894	26.46554	25.61925	25.62503	25.20978	26.16265	26.46579	26.43565	26.53561	26.55849	26.26444
P0CX40;P0CX39	23.78107	24.25883	24.05225	25.76162	25.98722	25.95158	25.54112	25.65554	25.81409	24.45726	23.4367	22.79342	25.62073	25.88124	25.85726	25.80801	25.81614	25.72765	22.05381	24.0685	22.23324	25.79825	25.68105	25.68803	25.5386	25.83113	25.68354
P0CX42;P0CX41	24.90944	24.03792	23.87465	24.365	24.55526	24.50912	23.68817	23.6156	23.08344	23.99757	24.27313	24.17272	24.28051	24.46936	24.52558	23.73304	23.90683	23.28447	21.50891	24.60575	24.95114	24.10045	24.24474	24.1512	23.48665	23.28489	23.0613
P0CX44;P0CX43	24.88934	26.6277	24.9015	25.72728	25.9715	26.06548	26.22663	26.51952	26.52488	25.90587	25.85258	24.55731	25.90072	25.82852	26.08523	26.24209	26.32002	26.41225	23.26241	25.16951	24.86637	26.2348	25.89719	26.08213	26.25173	26.48988	26.28567
P0CX46;P0CX45	22.22996	25.59966	24.57646	25.88918	26.12886	26.00045	26.0826	25.78484	25.81929	25.37418	24.74031	24.37352	26.36304	26.1859	26.204	26.19824	25.60179	25.71398	NaN	24.15499	24.59838	26.22055	26.40167	26.24989	26.11638	25.33228	25.57854
P0CX48;P0CX47	26.78656	26.77894	26.33911	26.17446	26.38487	26.3763	26.53749	26.46019	26.52552	26.86242	27.20154	26.3841	26.37468	26.50674	26.51515	26.57402	26.51137	26.45757	25.54215	26.27341	26.33795	26.34069	26.57759	26.44533	26.50224	26.38388	26.46268
P0CX50;P0CX49	26.44886	26.8742	26.16052	25.87469	25.86601	25.89043	25.87338	25.08351	25.29046	26.79141	26.62115	26.09768	25.98986	25.99483	26.07496	25.78132	25.07692	25.33981	26.15991	26.78094	26.11539	25.78397	25.83906	26.14207	25.636	25.34001	25.43949
P0CX52;P0CX51	25.99817	26.34137	26.19293	26.32771	25.7496	25.81951	25.92701	25.82381	26.34181	25.97259	26.30393	25.84742	26.01453	25.95782	25.7542	25.89171	25.57724	25.86469	25.40009	25.07944	26.14281	26.15892	25.72946	25.78229	25.98627	25.89243	25.92701
P0CX54;P0CX53	26.82529	26.46633	26.74496	25.51117	25.67595	25.79578	25.76966	25.68947	25.87654	26.7239	26.5666	26.11823	25.77543	25.81987	25.7656	25.74085	25.88865	25.82956	26.21677	26.14307	26.00945	25.68541	25.89213	25.82532	25.63026	25.65957	25.71552
P0CX56;P0CX55	26.42023	26.59932	26.62909	25.65867	26.03913	26.13508	26.33299	26.47802	26.35437	26.94112	26.71148	26.40464	25.89064	26.10663	26.08602	26.34815	26.49566	26.37913	NaN	26.44128	26.69525	25.80413	26.09422	25.99423	26.29481	26.31935	26.29186
